Company Name,Category,Sub-Category,Hall,LinkedIn URL
IIT Gandhinagar,Corporate,Domestic,15,https://www.linkedin.com/company/iit-gandhinagar/
ElevenLabs,Corporate,International,15,https://www.linkedin.com/company/elevenlabs/
Ministry of Health and Family affairs,Government,,15,https://www.linkedin.com/company/ministry-of-health-and-family-affairs/
ERA EDUCATION TRUST,Academia,,15,https://www.linkedin.com/company/era-education-trust/
Aventisia Technologies Private Limited,Startup,,15,https://www.linkedin.com/company/aventisia-technologies/
Africa AI Village Qhala Trust,Country Pavilion,,15,https://www.linkedin.com/company/africa-ai-village-qhala-trust/
INDO GERMAN CHAMBER OF COMMERCE,Country Pavilion,,15,https://www.linkedin.com/company/indo-german-chamber-of-commerce/
Central Bureau of Communication MIB,Government,,15,https://www.linkedin.com/company/central-bureau-of-communication-mib/
Pitch my Venture IGHC Limited,Corporate,Domestic,15,https://www.linkedin.com/company/pitch-my-venture-ighc-limited/
MobilePe Fintech Private Limited,Startup,,15,https://www.linkedin.com/company/mobilepe-fintech/
ActionSync,Startup,,15,https://www.linkedin.com/company/actionsync/
Prisma AI,Corporate,Domestic,15,https://www.linkedin.com/company/prisma-ai/
AKIS TECH LIMITED Russian Pavilion - Russoft,Country Pavilion,,15,https://www.linkedin.com/company/akis-tech-limited-russian-pavilion--russoft/
Government of Republic of Serbia,Corporate,International,15,https://www.linkedin.com/company/government-of-republic-of-serbia/
Nigeria AI Collective,Academia,,15,https://www.linkedin.com/company/nigeria-ai-collective/
VIRSA.AI,Corporate,Domestic,15,https://www.linkedin.com/company/virsaai/
Varahi Technologies Pvt Ltd,Startup,,15,https://www.linkedin.com/company/varahi-technologies/
MIND WEBS VENTURES,Startup,,15,https://www.linkedin.com/company/mind-webs-ventures/
Infutrix,Startup,,15,https://www.linkedin.com/company/infutrix/
NeuralFactoryAI,Startup,,15,https://www.linkedin.com/company/neuralfactoryai/
Niral Networks,Startup,,15,https://www.linkedin.com/company/niral-networks/
Recapi AI,Startup,,15,https://www.linkedin.com/company/recapi-ai/
NeenOpal Intelligent Solutions Private Limited,Startup,,15,https://www.linkedin.com/company/neenopal-intelligent-solutions/
ClarityX Analytics Private Limited,Startup,,15,https://www.linkedin.com/company/clarityx-analytics/
Visotonics,Startup,,15,https://www.linkedin.com/company/visotonics/
Atinav Idea Lab Pvt Ltd,Startup,,15,https://www.linkedin.com/company/atinav-idea-lab/
Neosapien,Startup,,15,https://www.linkedin.com/company/neosapien/
Wavenet Technologies Private Limited,Startup,,15,https://www.linkedin.com/company/wavenet-technologies/
Vaani Research Labs,Startup,,15,https://www.linkedin.com/company/vaani-research-labs/
Chimple,Startup,,15,https://www.linkedin.com/company/chimple/
GMEET ELECTRONICS PRIVATE LIMITED,Startup,,15,https://www.linkedin.com/company/gmeet-electronics/
Elluminati Ventures Pvt Ltd,Startup,,15,https://www.linkedin.com/company/elluminati-ventures/
Prajvis,Startup,,15,https://www.linkedin.com/company/prajvis/
Endee Labs,Startup,,15,https://www.linkedin.com/company/endee-labs/
Zoven AI,Startup,,15,https://www.linkedin.com/company/zoven-ai/
YogiFi by Wellnesys Technologies,Startup,,15,https://www.linkedin.com/company/yogifi-by-wellnesys/
Boaient Technology Solutions Private Limited,Startup,,15,https://www.linkedin.com/company/boaient-technology-solutions/
Unified AI,Startup,,15,https://www.linkedin.com/company/unified-ai/
CodeAstra,Startup,,15,https://www.linkedin.com/company/codeastra/
MadScientist,Startup,,15,https://www.linkedin.com/company/madscientist/
Hyprbots Systems Pvt Ltd,Startup,,15,https://www.linkedin.com/company/hyprbots-systems/
TeachBetter.ai,Startup,,15,https://www.linkedin.com/company/teachbetterai/
Fuski Ventures Private Limited,Startup,,15,https://www.linkedin.com/company/fuski-ventures/
Transformer Neural Scan Quest Pvt Ltd TNSQAI,Startup,,15,https://www.linkedin.com/company/transformer-neural-scan-quest-pvt-ltd-tnsqai/
Carnot Research Pvt Ltd,Startup,,15,https://www.linkedin.com/company/carnot-research/
Avalon Tech Labs,Startup,,15,https://www.linkedin.com/company/avalon-tech-labs/
AI Planet,Startup,,15,https://www.linkedin.com/company/ai-planet/
Think Evolve Labs,Startup,,15,https://www.linkedin.com/company/think-evolve-labs/
Hunar.AI,Startup,,15,https://www.linkedin.com/company/hunarai/
Bolna AI,Startup,,15,https://www.linkedin.com/company/bolna-ai/
ARMS 4 AI,Startup,,15,https://www.linkedin.com/company/arms-4-ai/
Gignaati Smartians AI Private Limited,Startup,,15,https://www.linkedin.com/company/gignaati--smartians-ai/
Carver Agents,Startup,,15,https://www.linkedin.com/company/carver-agents/
Monkhub Innovations Private Limited,Startup,,15,https://www.linkedin.com/company/monkhub-innovations/
TanPrish Dynamics Private Limited,Startup,,15,https://www.linkedin.com/company/tanprish-dynamics/
PVANALYTICA INNOVATIONS PRIVATE LIMITED,Startup,,15,https://www.linkedin.com/company/pvanalytica-innovations/
Edza AI,Startup,,15,https://www.linkedin.com/company/edza-ai/
ArthaVedh Consulting Pvt Limited,Startup,,15,https://www.linkedin.com/company/arthavedh-consulting-pvt-limited/
ZENERATIVE MINDS PRIVATE LIMITED,Startup,,15,https://www.linkedin.com/company/zenerative-minds/
karemind Iscripts private limited,Startup,,15,https://www.linkedin.com/company/karemind-iscripts/
Weam AI,Startup,,15,https://www.linkedin.com/company/weam-ai/
RLAI,Startup,,15,https://www.linkedin.com/company/rlai/
Mega Impacts,Startup,,15,https://www.linkedin.com/company/mega-impacts/
Mimasa Ai,Startup,,15,https://www.linkedin.com/company/mimasa-ai/
ZIPP.AI,Startup,,15,https://www.linkedin.com/company/zippai/
Atomo Innovation Pvt Ltd,Startup,,15,https://www.linkedin.com/company/atomo-innovation/
AthenaAgent,Startup,,15,https://www.linkedin.com/company/athenaagent/
Opsight AI Private Limited,Startup,,15,https://www.linkedin.com/company/opsight-ai/
Vidh Labs Private Limited,Startup,,15,https://www.linkedin.com/company/vidh-labs/
EdgeFleet.Ai,Startup,,15,https://www.linkedin.com/company/edgefleetai/
TM2Space Technologies Pvt Ltd,Startup,,15,https://www.linkedin.com/company/tm2space-technologies/
CYRAN AI Solutions Pvt Ltd,Startup,,15,https://www.linkedin.com/company/cyran-ai-solutions/
Kenome Brand of Qarbona Solutions Pvt Ltd,Startup,,15,https://www.linkedin.com/company/kenome-brand-of-qarbona-solutions/
Apisdor Technologies Pvt Ltd,Startup,,15,https://www.linkedin.com/company/apisdor-technologies/
Yolearn.ai,Startup,,15,https://www.linkedin.com/company/yolearnai/
Bharat1.ai,Corporate,Domestic,15,https://www.linkedin.com/company/bharat1ai/
Empaithy,Startup,,15,https://www.linkedin.com/company/empaithy/
Trench Security,Startup,,15,https://www.linkedin.com/company/trench-security/
Pathania Svarix Private Limited,Startup,,15,https://www.linkedin.com/company/pathania-svarix/
Getgabs LLP,Startup,,15,https://www.linkedin.com/company/getgabs-llp/
Buddy Mentor,Startup,,15,https://www.linkedin.com/company/buddy-mentor/
Aalekh AI,Startup,,15,https://www.linkedin.com/company/aalekh-ai/
Rasyn Technologies Private Limited,Startup,,15,https://www.linkedin.com/company/rasyn-technologies/
FinStackk,Startup,,15,https://www.linkedin.com/company/finstackk/
Webnyay AI,Startup,,15,https://www.linkedin.com/company/webnyay-ai/
SEORCE,Startup,,15,https://www.linkedin.com/company/seorce/
Brix AI Technology LLP,Startup,,15,https://www.linkedin.com/company/brix-ai-technology-llp/
amara info sec,Startup,,15,https://www.linkedin.com/company/amara-info-sec/
Shodh.ai,Startup,,15,https://www.linkedin.com/company/shodhai/
NCPEDP,Research,,15,https://www.linkedin.com/company/ncpedp/
EnxtAI,Startup,,15,https://www.linkedin.com/company/enxtai/
ZOOOX,Startup,,15,https://www.linkedin.com/company/zooox/
Intellexia Tech Private Ltd,Startup,,15,https://www.linkedin.com/company/intellexia-tech-private-ltd/
ProvisCommerce.AI,Startup,,15,https://www.linkedin.com/company/proviscommerceai/
TESTPAN INDIA PRIVATE LIMITED,Startup,,15,https://www.linkedin.com/company/testpan-india/
Manthana.AI,Startup,,15,https://www.linkedin.com/company/manthanaai/
Ethana.ai,Startup,,15,https://www.linkedin.com/company/ethanaai/
gts.ai,Startup,,15,https://www.linkedin.com/company/gtsai/
SECUAI SOLUTIONS PRIVATE LIMITED,Corporate,Domestic,15,https://www.linkedin.com/company/secuai-solutions/
BluemachinesApna.com,Corporate,Domestic,15,https://www.linkedin.com/company/bluemachinesapnacom/
Proximal Cloud Proximal Cloud Private Limited,Startup,,15,https://www.linkedin.com/company/proximal-cloud-proximal-cloud/
Enterprise Estonia,Corporate,International,15,https://www.linkedin.com/company/enterprise-estonia/
Piramal Foundation,Corporate,Domestic,15,https://www.linkedin.com/company/piramal-foundation/
I2K2 Networks Private Limited,Corporate,Domestic,15,https://www.linkedin.com/company/i2k2-networks/
Apisod Technologies Private Limited,Corporate,Domestic,15,https://www.linkedin.com/company/apisod-technologies/
Meganet Technologies Global Limited,Corporate,Domestic,15,https://www.linkedin.com/company/meganet-technologies-global-limited/
Meerut Institute of Emgineering & Technology,Academia,,15,https://www.linkedin.com/company/meerut-institute-of-emgineering--technology/
Invincible Ocean,Corporate,Domestic,15,https://www.linkedin.com/company/invincible-ocean/
Whiz Meeting India Private Limited,Corporate,Domestic,15,https://www.linkedin.com/company/whiz-meeting-india/
Ernst & Young LLP EY,Corporate,Domestic,15,https://www.linkedin.com/company/ernst--young-llp-ey/
AeonX Digital,Corporate,Domestic,15,https://www.linkedin.com/company/aeonx-digital/
Zypl Holding Ltd,Corporate,International,15,https://www.linkedin.com/company/zypl-holding-ltd/
Intellicloud Solutions Private Limited,Startup,,15,https://www.linkedin.com/company/intellicloud-solutions/
Manentia AI,Startup,,15,https://www.linkedin.com/company/manentia-ai/
DGTLmart Technologies Pvt Ltd,Startup,,15,https://www.linkedin.com/company/dgtlmart-technologies/
Northstarz AI,Startup,,15,https://www.linkedin.com/company/northstarz-ai/
REAN CARE FOUNDATION INDIA,Startup,,15,https://www.linkedin.com/company/rean-care-foundation/
SDLC Corp,Startup,,15,https://www.linkedin.com/company/sdlc/
Ledsak Technologies Private Limited,Startup,,15,https://www.linkedin.com/company/ledsak-technologies/
Thenoah.ai,Startup,,15,https://www.linkedin.com/company/thenoahai/
scanO,Startup,,15,https://www.linkedin.com/company/scano/
Aviara Labs,Startup,,15,https://www.linkedin.com/company/aviara-labs/
Spharaka Networks Private Limited,Startup,,15,https://www.linkedin.com/company/spharaka-networks/
Novyte Materials,Startup,,15,https://www.linkedin.com/company/novyte-materials/
Tecnod8.AI,Startup,,15,https://www.linkedin.com/company/tecnod8ai/
Integrated 9AI Business Solutions Pvt Ltd,Startup,,15,https://www.linkedin.com/company/integrated-9ai-business-solutions/
IKTARA Data Sciences,Startup,,15,https://www.linkedin.com/company/iktara-data-sciences/
S4AI Technologies LLP,Startup,,15,https://www.linkedin.com/company/s4ai-technologies-llp/
OnFinance AI,Startup,,15,https://www.linkedin.com/company/onfinance-ai/
CIVET Global Technology Services Private Limited,Startup,,15,https://www.linkedin.com/company/civet-global-technology-services/
Tranquil AI,Startup,,15,https://www.linkedin.com/company/tranquil-ai/
Repliant AI,Startup,,15,https://www.linkedin.com/company/repliant-ai/
NavigatingX,Startup,,15,https://www.linkedin.com/company/navigatingx/
Techshlok Research and Development Pvt Ltd,Startup,,15,https://www.linkedin.com/company/techshlok-research-and-development/
Pharynx AI,Startup,,15,https://www.linkedin.com/company/pharynx-ai/
Miraista,Startup,,15,https://www.linkedin.com/company/miraista/
AutonomOps AI,Startup,,15,https://www.linkedin.com/company/autonomops-ai/
Altiv.AI,Startup,,15,https://www.linkedin.com/company/altivai/
Tacodi Electronics Pvt Ltd,Startup,,15,https://www.linkedin.com/company/tacodi-electronics/
SETV Healthcare Technologies Private Limited,Startup,,15,https://www.linkedin.com/company/setv-healthcare-technologies/
Power Grid Corporation of India Limited,Corporate,Domestic,15,https://www.linkedin.com/company/power-grid-corporation-of-india-limited/
Electronics Corporation Of Tamil Nadu Limited,Corporate,Domestic,15,https://www.linkedin.com/company/electronics-corporation-of-tamil-nadu-limited/
NIDP Developers Private Limited,Corporate,Domestic,15,https://www.linkedin.com/company/nidp-developers/
Yo Doozy! Media Private Limited,Corporate,Domestic,15,https://www.linkedin.com/company/yo-doozy-media/
I-Hub For Robotics And Autonomous Systems,Corporate,Domestic,15,https://www.linkedin.com/company/ihub-for-robotics-and-autonomous-systems/
International Institute Of InformationBangalore,Academia,,15,https://www.linkedin.com/company/international-institute-of-informationbangalore/
Redington Limited,Corporate,Domestic,15,https://www.linkedin.com/company/redington-limited/
ESC Electronic Software Export Promotion Council,Public Sector Units,,15,https://www.linkedin.com/company/esc--electronic-software-export-promotion-council/
The International Solar Alliance ISA,Corporate,Domestic,15,https://www.linkedin.com/company/the-international-solar-alliance-isa/
The LNM Institute of Information Technology Jaipur,Academia,,15,https://www.linkedin.com/company/the-lnm-institute-of-information-technology-jaipur/
Paytm,Corporate,Domestic,15,https://www.linkedin.com/company/paytm/
Lenovo,Corporate,Domestic,15,https://www.linkedin.com/company/lenovo/
Eros Innovation,Corporate,Domestic,15,https://www.linkedin.com/company/eros-innovation/
Velankani Information Systems Ltd,Corporate,Domestic,15,https://www.linkedin.com/company/velankani-information-systems-ltd/
Voxot Solutions Pvt Ltd Pragyaa.ai,Startup,,15,https://www.linkedin.com/company/voxot-solutions-pvt-ltd-pragyaaai/
Sreyas Software Solutions Pvt Ltd,Startup,,15,https://www.linkedin.com/company/sreyas-software-solutions/
Spotless AI Robotics Pvt Ltd,Startup,,15,https://www.linkedin.com/company/spotless-ai-robotics/
QuaaPeak Tech Pvt Ltd,Startup,,15,https://www.linkedin.com/company/quaapeak-tech/
Miimansa AI Pvt Ltd,Startup,,15,https://www.linkedin.com/company/miimansa-ai/
Manodayam Pvt Ltd,Startup,,15,https://www.linkedin.com/company/manodayam/
Kubar Protocol Pvt Ltd,Startup,,15,https://www.linkedin.com/company/kubar-protocol/
Inweon IT Innovations Pvt Ltd,Startup,,15,https://www.linkedin.com/company/inweon-it-innovations/
INTELIQUANT AI Pvt Ltd,Startup,,15,https://www.linkedin.com/company/inteliquant-ai/
Hanu AI Pvt Ltd,Startup,,15,https://www.linkedin.com/company/hanu-ai/
Farmoid Robotech Pvt Ltd,Startup,,15,https://www.linkedin.com/company/farmoid-robotech/
DSeT Consulting Pvt Ltd,Startup,,15,https://www.linkedin.com/company/dset-consulting/
Devick Biz Solutions Pvt Ltd OneNDF,Startup,,15,https://www.linkedin.com/company/devick-biz-solutions-pvt-ltd-onendf/
Daakia Pvt Ltd,Startup,,15,https://www.linkedin.com/company/daakia/
Ashaa Technology Solutions Pvt Ltd Ashaa.AI,Startup,,15,https://www.linkedin.com/company/ashaa-technology-solutions-pvt-ltd-ashaaai/
Agnistoka Digital Universe Tech Pvt Ltd,Startup,,15,https://www.linkedin.com/company/agnistoka-digital-universe-tech/
YellowSense Technologies Pvt Ltd,Startup,,15,https://www.linkedin.com/company/yellowsense-technologies/
Voptimaise Climate Tech Solutions Pvt Ltd,Startup,,15,https://www.linkedin.com/company/voptimaise-climate-tech-solutions/
Evigway Technologies Pvt Ltd,Startup,,15,https://www.linkedin.com/company/evigway-technologies/
Testaing Solutions Pvt Ltd,Startup,,15,https://www.linkedin.com/company/testaing-solutions/
Talentspotify Pvt Ltd,Startup,,15,https://www.linkedin.com/company/talentspotify/
Predulive Innovations Pvt Ltd,Startup,,15,https://www.linkedin.com/company/predulive-innovations/
Cgreen,Startup,,15,https://www.linkedin.com/company/cgreen/
Inflynx Technologies Pvt Ltd,Startup,,15,https://www.linkedin.com/company/inflynx-technologies/
Esniff Devices Pvt Ltd,Startup,,15,https://www.linkedin.com/company/esniff-devices/
Brenin Technologies Pvt Ltd,Startup,,15,https://www.linkedin.com/company/brenin-technologies/
Dotnitron Technologies,Startup,,15,https://www.linkedin.com/company/dotnitron/
MyGST Refund,Startup,,15,https://www.linkedin.com/company/mygst-refund/
Quaapton AI Solutions Pvt Ltd,Startup,,15,https://www.linkedin.com/company/quaapton-ai-solutions/
VOICERAcx,Startup,,15,https://www.linkedin.com/company/voiceracx/
Macgence AI,Startup,,15,https://www.linkedin.com/company/macgence-ai/
SetMyCart,Startup,,15,https://www.linkedin.com/company/setmycart/
Qubrid AI,Startup,,15,https://www.linkedin.com/company/qubrid-ai/
Yugyog,Startup,,15,https://www.linkedin.com/company/yugyog/
KIREAP,Startup,,15,https://www.linkedin.com/company/kireap/
Aminuteman technologies,Startup,,15,https://www.linkedin.com/company/aminuteman/
Birchlogic,Startup,,15,https://www.linkedin.com/company/birchlogic/
Aekyam- AI Orchestration Platform,Startup,,15,https://www.linkedin.com/company/aekyam-ai-orchestration-platform/
CODETANTRA,Startup,,15,https://www.linkedin.com/company/codetantra/
Computer Shiksha,Startup,,15,https://www.linkedin.com/company/computer-shiksha/
CarryYourAI Technologies Private Limited,Startup,,15,https://www.linkedin.com/company/carryyourai-technologies/
ClassMap,Startup,,15,https://www.linkedin.com/company/classmap/
WheelsEye,Startup,,15,https://www.linkedin.com/company/wheelseye/
Brahmaa.ai,Startup,,15,https://www.linkedin.com/company/brahmaaai/
qRaptor,Startup,,15,https://www.linkedin.com/company/qraptor/
Vision Digital India,Startup,,15,https://www.linkedin.com/company/vision-digital/
Delta4 Infotech Pvt Ltd,Startup,,15,https://www.linkedin.com/company/delta4-infotech/
TripGain,Startup,,15,https://www.linkedin.com/company/tripgain/
MySelllerCentral,Startup,,15,https://www.linkedin.com/company/myselllercentral/
Leverage,Startup,,15,https://www.linkedin.com/company/leverage/
KARKAAI TECHNOLOGIES PRIVATE LIMITED,Startup,,15,https://www.linkedin.com/company/karkaai-technologies/
Trndx Technologies LLP,Startup,,15,https://www.linkedin.com/company/trndx-technologies-llp/
BHARATADEX PLATFORM PRIVATE LIMITED,Startup,,15,https://www.linkedin.com/company/bharatadex-platform/
Tylect Technologies,Startup,,15,https://www.linkedin.com/company/tylect/
Molecule AI Private Limited,Startup,,15,https://www.linkedin.com/company/molecule-ai/
Unbox Industry,Startup,,15,https://www.linkedin.com/company/unbox-industry/
TatvaCare,Startup,,15,https://www.linkedin.com/company/tatvacare/
Yarnit,Startup,,15,https://www.linkedin.com/company/yarnit/
SKYE AIR MOBILITY PVT LTD,Startup,,15,https://www.linkedin.com/company/skye-air-mobility/
SoulEra,Startup,,15,https://www.linkedin.com/company/soulera/
Curate Data Analytics LLP,Startup,,15,https://www.linkedin.com/company/curate-data-analytics-llp/
Propio,Startup,,15,https://www.linkedin.com/company/propio/
Deepmindz Innovations,Startup,,15,https://www.linkedin.com/company/deepmindz-innovations/
Procol,Startup,,15,https://www.linkedin.com/company/procol/
Appzlogic Mobility Solutions Pvt Ltd,Startup,,15,https://www.linkedin.com/company/appzlogic-mobility-solutions/
Data Science Wizards Pvt Ltd,Startup,,15,https://www.linkedin.com/company/data-science-wizards/
GramIQ,Startup,,15,https://www.linkedin.com/company/gramiq/
RationalGO,Startup,,15,https://www.linkedin.com/company/rationalgo/
XenReality,Startup,,15,https://www.linkedin.com/company/xenreality/
ZipNom,Startup,,15,https://www.linkedin.com/company/zipnom/
VITT AI,Startup,,15,https://www.linkedin.com/company/vitt-ai/
Ulai Sashakti Ventures Pvt Ltd,Startup,,15,https://www.linkedin.com/company/ulai-sashakti-ventures/
Assessli,Startup,,15,https://www.linkedin.com/company/assessli/
Prodloop Technologies Private Limited,Startup,,15,https://www.linkedin.com/company/prodloop-technologies/
EmpathIQ Technologies Pvt Ltd,Startup,,15,https://www.linkedin.com/company/empathiq-technologies/
CraftifAI,Startup,,15,https://www.linkedin.com/company/craftifai/
Intelekt AI,Startup,,15,https://www.linkedin.com/company/intelekt-ai/
CyberUltron Consulting Private Limited,Startup,,15,https://www.linkedin.com/company/cyberultron-consulting/
Atsuya Technologies Pvt Ltd,Startup,,15,https://www.linkedin.com/company/atsuya-technologies/
Kokumi Technologies Private Limited,Startup,,15,https://www.linkedin.com/company/kokumi-technologies/
Osto Cybersecurity,Startup,,15,https://www.linkedin.com/company/osto-cybersecurity/
Vomyra AI Solutions Pvt Ltd,Startup,,15,https://www.linkedin.com/company/vomyra-ai-solutions/
CURLSEK AI TECHNOLOGIES PRIVATE LIMITED,Startup,,15,https://www.linkedin.com/company/curlsek-ai-technologies/
Optywise AI Solutions,Startup,,15,https://www.linkedin.com/company/optywise-ai/
Mark II,Startup,,15,https://www.linkedin.com/company/mark-ii/
Orange Virtual Global Solutions Pvt Ltd,Startup,,15,https://www.linkedin.com/company/orange-virtual-global-solutions/
Syncious Systems Pvt Ltd,Startup,,15,https://www.linkedin.com/company/syncious-systems/
Neural Defend,Startup,,15,https://www.linkedin.com/company/neural-defend/
The Fashion OS - Powered by Lal10,Startup,,15,https://www.linkedin.com/company/the-fashion-os--powered-by-lal10/
HawkAItrack Technologies LLP,Startup,,15,https://www.linkedin.com/company/hawkaitrack-technologies-llp/
Vibencode Private Limited,Startup,,15,https://www.linkedin.com/company/vibencode/
FriendsLearn Pvt Ltd,Startup,,15,https://www.linkedin.com/company/friendslearn/
BuzzClan India,Startup,,15,https://www.linkedin.com/company/buzzclan/
GrowQR Agentic AI GrowQR Private Limited,Startup,,15,https://www.linkedin.com/company/growqr-agentic-ai-growqr/
Daten & Wissen Pvt Ltd,Startup,,15,https://www.linkedin.com/company/daten--wissen/
Kriyam.ai GEOGO,Startup,,15,https://www.linkedin.com/company/kriyamai-geogo/
Embedr,Startup,,15,https://www.linkedin.com/company/embedr/
TensorGo Software Pvt Ltd,Startup,,15,https://www.linkedin.com/company/tensorgo-software/
Izzki Tech Solutions Pvt Ltd,Startup,,15,https://www.linkedin.com/company/izzki-tech-solutions/
Health Gennie,Startup,,15,https://www.linkedin.com/company/health-gennie/
OrcaSheets Technologies Pvt Ltd,Startup,,15,https://www.linkedin.com/company/orcasheets-technologies/
Medvolt Tech Private Limited,Startup,,15,https://www.linkedin.com/company/medvolt-tech/
RoadVision AI,Startup,,15,https://www.linkedin.com/company/roadvision-ai/
AutoBIQ,Startup,,15,https://www.linkedin.com/company/autobiq/
Skoop,Startup,,15,https://www.linkedin.com/company/skoop/
Ekam Internet LLP,Startup,,15,https://www.linkedin.com/company/ekam-internet-llp/
OPC HUB India,Corporate,Domestic,15,https://www.linkedin.com/company/opc-hub/
Platione Solutions Pvt Ltd,Startup,,15,https://www.linkedin.com/company/platione-solutions/
Felamity Technologies LLP,Startup,,15,https://www.linkedin.com/company/felamity-technologies-llp/
ADHRITH AI INDIA R&D Pvt Ltd,Startup,,15,https://www.linkedin.com/company/adhrith-ai-india-rd/
Mira AI Think Pvt Ltd,Startup,,15,https://www.linkedin.com/company/mira-ai-think/
Vikrantum AI Pvt Ltd,Startup,,15,https://www.linkedin.com/company/vikrantum-ai/
Codemate AI,Startup,,15,https://www.linkedin.com/company/codemate-ai/
Project Genesis AI Labs,Startup,,15,https://www.linkedin.com/company/project-genesis-ai-labs/
SimpliFin.ai,Startup,,15,https://www.linkedin.com/company/simplifinai/
Foreclose AI,Startup,,15,https://www.linkedin.com/company/foreclose-ai/
Blackcoat Legaltech Private Limited,Startup,,15,https://www.linkedin.com/company/blackcoat-legaltech/
Kalvium,Startup,,15,https://www.linkedin.com/company/kalvium/
Modern village future innovations,Startup,,15,https://www.linkedin.com/company/modern-village-future-innovations/
DeskTrack,Startup,,15,https://www.linkedin.com/company/desktrack/
Nxgsecure Solutions Pvt Ltd,Startup,,15,https://www.linkedin.com/company/nxgsecure-solutions/
Thrico by PulsePlay Digital,Startup,,15,https://www.linkedin.com/company/thrico-by-pulseplay-digital/
Ravit Technologies Pvt Ltd,Startup,,15,https://www.linkedin.com/company/ravit-technologies/
DATASAMUDRA,Startup,,15,https://www.linkedin.com/company/datasamudra/
CyberMitra.ai,Startup,,15,https://www.linkedin.com/company/cybermitraai/
EASE MY AI PVT LTD,Startup,,15,https://www.linkedin.com/company/ease-my-ai/
SagurIT Technologies Private Limited,Startup,,15,https://www.linkedin.com/company/sagurit-technologies/
ManufApp,Startup,,15,https://www.linkedin.com/company/manufapp/
Fashdeck AI Private Limited,Startup,,15,https://www.linkedin.com/company/fashdeck-ai/
Acube AI,Startup,,15,https://www.linkedin.com/company/acube-ai/
Koonj AI,Startup,,15,https://www.linkedin.com/company/koonj-ai/
Edufusion Ventures Pvt Ltd,Startup,,15,https://www.linkedin.com/company/edufusion-ventures/
Neurema,Startup,,15,https://www.linkedin.com/company/neurema/
enestock private limited,Startup,,15,https://www.linkedin.com/company/enestock/
Veritos Infosolutions Pvt Ltd,Startup,,15,https://www.linkedin.com/company/veritos-infosolutions/
Puch AI,Startup,,15,https://www.linkedin.com/company/puch-ai/
LetsAI Solutions Pvt Ltd,Startup,,15,https://www.linkedin.com/company/letsai-solutions/
BUWCH LIFESTYLES AND MANAGEMENT PRIVATE LIMITED,Startup,,15,https://www.linkedin.com/company/buwch-lifestyles-and-management/
INDIAN INSTITUTE OF TECHNOLOGY JAMMU,Startup,,15,https://www.linkedin.com/company/indian-institute-of-technology-jammu/
Smartters,Startup,,15,https://www.linkedin.com/company/smartters/
Gradelab,Startup,,15,https://www.linkedin.com/company/gradelab/
Tryzent Technologies Private Limited,Startup,,15,https://www.linkedin.com/company/tryzent-technologies/
Zephara AI,Startup,,15,https://www.linkedin.com/company/zephara-ai/
Curvo AI,Startup,,15,https://www.linkedin.com/company/curvo-ai/
UnleashX,Startup,,15,https://www.linkedin.com/company/unleashx/
Querygen,Startup,,15,https://www.linkedin.com/company/querygen/
GRAG AI FACTORY,Startup,,15,https://www.linkedin.com/company/grag-ai-factory/
Carer Healthcare AI Pvt Ltd,Startup,,15,https://www.linkedin.com/company/carer-healthcare-ai/
Katidhan Tech Pvt Ltd,Startup,,15,https://www.linkedin.com/company/katidhan-tech/
Olbrain Labs,Startup,,15,https://www.linkedin.com/company/olbrain-labs/
Insigteye.Ai,Startup,,15,https://www.linkedin.com/company/insigteyeai/
Girikon.AI,Startup,,15,https://www.linkedin.com/company/girikonai/
STEMpedia,Startup,,15,https://www.linkedin.com/company/stempedia/
Simplita AI Technologies Pvt Ltd,Startup,,15,https://www.linkedin.com/company/simplita-ai-technologies/
Hack2skill,Startup,,15,https://www.linkedin.com/company/hack2skill/
Proxgy,Startup,,15,https://www.linkedin.com/company/proxgy/
Antino,Startup,,15,https://www.linkedin.com/company/antino/
Ednectar,Startup,,15,https://www.linkedin.com/company/ednectar/
EDREVEL,Startup,,15,https://www.linkedin.com/company/edrevel/
NeuralEDGE,Startup,,15,https://www.linkedin.com/company/neuraledge/
Ello.AI,Startup,,15,https://www.linkedin.com/company/elloai/
Quanta AI Labs,Startup,,15,https://www.linkedin.com/company/quanta-ai-labs/
AIVEda,Startup,,15,https://www.linkedin.com/company/aiveda/
Techymed Ai,Startup,,15,https://www.linkedin.com/company/techymed-ai/
STEMBOTIX,Startup,,15,https://www.linkedin.com/company/stembotix/
DesiCrew Solutions,Startup,,15,https://www.linkedin.com/company/desicrew/
Grovio AI,Startup,,15,https://www.linkedin.com/company/grovio-ai/
Jivi AI,Startup,,15,https://www.linkedin.com/company/jivi-ai/
DueDraft.ai,Startup,,15,https://www.linkedin.com/company/duedraftai/
Fitnastic Health pvt ltd,Startup,,15,https://www.linkedin.com/company/fitnastic-health/
Movibase Platform Private Limited,Startup,,15,https://www.linkedin.com/company/movibase-platform/
AXL Infotech Pvt Ltd,Startup,,15,https://www.linkedin.com/company/axl-infotech/
Growth Jockey Pvt Ltd,Startup,,15,https://www.linkedin.com/company/growth-jockey/
Kritdhi AI,Startup,,15,https://www.linkedin.com/company/kritdhi-ai/
Spark Connect,Startup,,15,https://www.linkedin.com/company/spark-connect/
